title,company,salary,description,link,source,scraped_at,location
Business trainee (m/ž),ŠKODA AUTO a.s.,60 000 Kč,,https://www.jobs.cz/rpd/2000792513/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289052.589606,Mladá Boleslav
Kontrolor kvality rozměrové kontroly - obráběných dílů,LATECOERE Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000649343/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289053.5220888,Praha – Letňany
Personální manager,ADP - SANCO s.r.o.,,,https://www.jobs.cz/rpd/2000934545/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289054.0723789,Prostějov – Vrahovice
Pracovník/pracovnice komunikace (full-time),"Tichý svět, o.p.s.",,,https://www.jobs.cz/rpd/2000934544/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289054.8312588,Praha – Krč
IT trainee program (m/ž),ŠKODA AUTO a.s.,60 000 Kč,,https://www.jobs.cz/rpd/2000792514/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289055.534215,Mladá Boleslav
Konstrukteur/Techniker (MEP),BIMEXPERTS Germany GmbH,,,https://www.jobs.cz/rpd/2000945185/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289056.2310119,okres Plzeň-město
Stavební investiční technik/technička,Explosia a.s.,,,https://www.jobs.cz/rpd/2000902164/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289056.8555784,Pardubice – Semtín
"MECHANIK PNEUSERVISU, AUTOSERVISU","Chára Sport, a.s.",,,https://www.jobs.cz/rpd/2000858668/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289057.3939447,Praha – Hloubětín
"OBCHODNÍ MANAGER pro ČR, SR, region DACH",WALTECO s.r.o.,,,https://www.jobs.cz/rpd/2000921203/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289057.9764638,Středočeský kraj
"Psycholog, psychoterapeut",Centrum podpory zdraví z.ú.,,,https://www.jobs.cz/rpd/2000934538/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289058.6084912,Ústí nad Labem – Ústí nad Labem-centrum
Revizní technik NN a VN,"BREMA, spol. s r.o.",,,https://www.jobs.cz/rpd/2000874254/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289059.3771403,Modletice
Začni novou kariérní éru s Burger King! 🍔👑,Burger King,26 000 ‍–‍ 32 000 Kč,,https://www.jobs.cz/rpd/2000934527/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289059.891928,Praha – Nové Město
STAVBYVEDOUCÍ ELEKTRO (METRO),"BREMA, spol. s r.o.",,,https://www.jobs.cz/rpd/2000874252/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289060.6418517,Modletice
Projektový manažer a administrátor / projektová manažerka a administrátorka - IT projekty,Masarykův onkologický ústav,,,https://www.jobs.cz/rpd/2000921195/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289061.3289454,Brno – Staré Brno
IT/Security administrátor,"YOUR SYSTEM, spol.s r.o.",,,https://www.jobs.cz/rpd/2000945741/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289062.0644832,Praha – Chodov
Specialista nákupu - Ostrava,Severomoravské vodovody a kanalizace Ostrava a.s.,39 000 ‍–‍ 44 500 Kč,,https://www.jobs.cz/rpd/2000942765/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289062.8336177,Ostrava – Mariánské Hory
Technik TZB,"BREMA, spol. s r.o.",,,https://www.jobs.cz/rpd/2000874235/?searchId=19663c91-e676-4844-b989-aa10b64ed486&rps=233,Jobs.cz,1767289063.4034925,Modletice
Manažer kybernetické bezpečnosti/specialista řízení rizik,"Jihočeské centrum kybernetické bezpečnosti, s.r.o.",50 000 ‍–‍ 100 000 Kč,,https://www.jobs.cz/rpd/2000541124/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289065.1270163,Jihočeský kraj
Manažerský kandidát – úprava vody,NCH Corporation,,"Kdo jsme?
 
Proč zrovna k nám?
 
Co za řešení nabízíme
 
Otevřené pozice
 
Kontakt

 

 

Powered by Alma Career

Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000281790/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289065.8608294,Hlavní město Praha + 1 další lokalita
SOCIÁLNÍ PRACOVNÍK,Oblastní charita Ústí nad Orlicí,,,https://www.jobs.cz/rpd/2000945757/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289066.4777548,Lanškroun – Žichlínské Předměstí
Technik/čka ELEKTRO- Středisko DRÁHY,"BREMA, spol. s r.o.",,,https://www.jobs.cz/rpd/2000874232/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289067.2688525,Modletice
Game Developer,APOLLO GAMES s.r.o.,,,https://www.jobs.cz/rpd/2000691206/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289068.0098143,Praha – Chodov
Začni novou kariérní éru s Burger King! 🍔👑,Burger King,26 000 ‍–‍ 32 000 Kč,,https://www.jobs.cz/rpd/2000934503/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289068.5153713,Praha – Ďáblice
Vedoucí oddělení techniky (ž/m),Kaufland Česká republika v.o.s.,,"Vítejte na kariérní prezentaci společnosti Kaufland na pracovním portálu jobs.cz a prace.cz.
Menu
Kdo jsme
Volné pozice
 
Kdo jsme Volné pozice

© 2026 | Powered by Alma Career

Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000915450/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289069.2994313,Modletice
Vedení pro novou ScioŠkolu ve Vršovicích,Scio,85 000 ‍–‍ 105 000 Kč,,https://www.jobs.cz/rpd/2000933152/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289069.7734842,Praha – Karlín
Prodavač/ka bouraného masa a uzenin,STEINEX a.s.,28 000 ‍–‍ 31 000 Kč,,https://www.jobs.cz/rpd/2000945744/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289070.2971928,Brno – Brno-město
Přijímací technik vozů KIA,"STRATOS AUTO, spol. s r.o.",40 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000945746/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289070.9372468,Hradec Králové – Slezské Předměstí
Obchodní zástupce pro region Morava (M/Ž),"KNAUF Praha, spol. s r. o.",,,https://www.jobs.cz/rpd/2000945750/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289071.6151261,Praha – Kbely
Psychiatr/psychiatrička,SANANIM,,,https://www.jobs.cz/rpd/2000858923/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289072.605365,Praha – Nové Město
Sales Representative Manager pro foodora (Morava),foodora,,,https://www.jobs.cz/rpd/2000791104/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289073.1155007,Brno
Specialista zákaznického oddělení / Customer Contact Consultant,Hoffmann a Žižák spol. s r.o.,,,https://www.jobs.cz/rpd/2000945747/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289073.7187676,Zápy
"Recepční v Autosalonu- Emil Frey ČR, Praha 9","Frey Services, s.r.o.",,,https://www.jobs.cz/rpd/2000929467/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289074.2790785,Praha – Kyje
Obchodní reprezentant v ICT (Sales Manager),"LinuxBox.cz, s.r.o.",,,https://www.jobs.cz/rpd/2000964230/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289074.765497,Ostrava
B2B Key Account Manager,Europ Assistance s.r.o.,,,https://www.jobs.cz/rpd/2000934519/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289075.6370728,Praha – Nusle
Inženýr - specialista,oncomed manufacturing a.s.,,,https://www.jobs.cz/rpd/2000793777/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289076.800029,Brno – Řečkovice
Obsluha čistící stanice odpadních vod a obsluha automatické výrobní linky,Václav Chmela - Galvanovna s.r.o.,35 000 ‍–‍ 42 000 Kč,,https://www.jobs.cz/rpd/2000945742/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289077.450699,Písek – Budějovické Předměstí
Business Development Manager – 80 000+ měsíčně? Záleží jen na tobě!,Teya Czech Republic s.r.o.,70 000 ‍–‍ 100 000 Kč,,https://www.jobs.cz/rpd/2000921170/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289078.2695534,Ostrava
Junior konzultant – Korporátní finance & Oceňování a Ekonomické poradenství,EY,,"Facebook
Twitter
LinkedIn
Instagram
YouTube
Proč EY
Volná místa
Studenti a absolventi
Zkušení profesionálové
Kontakt
GDPR
Facebook
Twitter
LinkedIn
Instagram
YouTube
Proč EY
Volná místa
Studenti a absolventi
Zkušení profesionálové
Kontakt
GDPR

© 2026 | Powered by Alma Career

Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000915429/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289079.194304,Praha – Nové Město
Sales Reprezentative – služby a AI aplikace zaměřené na zdraví,TKC Group,,,https://www.jobs.cz/rpd/2000945736/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289079.8105376,Praha – Nové Město
Personalista,UNiBON Production s.r.o.,,,https://www.jobs.cz/rpd/2000921161/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289080.5024936,Slaný
Specialista/specialistka veřejných zakázek,Vysoká škola báňská - Technická univerzita Ostrava,,,https://www.jobs.cz/rpd/2000945734/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289081.1756363,Ostrava – Poruba
Manželský a rodinný poradce v Poradně pro rodinu Jeseník,"Středisko sociální prevence Olomouc, příspěvková organizace",34 460 ‍–‍ 50 210 Kč,,https://www.jobs.cz/rpd/2000460100/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289081.6712346,Jeseník
Projektový manažer / manažerka automatizace Skřípov,LINAPLAST s.r.o.,45 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000944215/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289082.5186994,Skřípov
Správce IT/Servisní technik,"YOUR SYSTEM, spol.s r.o.",,,https://www.jobs.cz/rpd/2000945731/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289083.221564,Praha – Chodov
Product Owner pro komunikační řešení,"LinuxBox.cz, s.r.o.",,,https://www.jobs.cz/rpd/2000964229/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289083.9525032,Ostrava
Skladník,"EKOFRUKT Slaný, spol. s r.o.",,,https://www.jobs.cz/rpd/2000945725/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289084.7177417,Slaný
Pracovník v sociálních službách - přímá obslužná péče,Diakonie Českobratrské církve evangelické,26 000 ‍–‍ 30 000 Kč,Detail pozice,https://www.jobs.cz/rpd/2000921157/?searchId=583d98b0-99b9-4edd-a969-579cc6e3a7eb&rps=233,Jobs.cz,1767289085.4626052,Dubňany
Technický ředitel,"Vojenský technický ústav, s.p.",,,https://www.jobs.cz/rpd/2000934504/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289087.1926022,Vyškov – Dědice
Business Development Manager – 80 000+ měsíčně? Záleží jen na tobě!,Teya Czech Republic s.r.o.,70 000 ‍–‍ 100 000 Kč,,https://www.jobs.cz/rpd/2000921146/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289088.0078394,Praha – Karlín
Asistent/ka personalistiky,Beck & Pollitzer Czech spol. s r.o.,,,https://www.jobs.cz/rpd/2000921130/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289088.858827,Kolín – Kolín V
SERVISNÍ TECHNIK,"PANAS, spol. s r.o.",50 000 ‍–‍ 60 000 Kč,,https://www.jobs.cz/rpd/2000945726/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289089.550399,Praha + 2 další lokality
EHS Specialista/Technik BOZP (m/ž),Marelli Automotive Lighting Jihlava,,"ZPĚT NA ROZCESTNÍK
HLEDÁME NOVÉ KOLEGY
Copyrights Marelli    2026 | Powered by Alma Career
Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000238776/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289090.2406087,Jihlava – Pávov
Hledáme ZKUŠEBNÍHO INŽENÝRA (vhodné i pro absolventy),"Zkušebnictví, a. s.",,,https://www.jobs.cz/rpd/2000934497/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289090.782857,Praha – Běchovice
Back Office Coordinator,Jazyková škola P.A.R.K. s.r.o.,26 000 ‍–‍ 30 000 Kč,,https://www.jobs.cz/rpd/2000921150/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289091.3954132,Brno – Ponava
PROVOZNÍ - Vánoční trhy Staroměstské + Václavské náměstí,"Taiko, a.s.",60 000 ‍–‍ 90 000 Kč,,https://www.jobs.cz/rpd/2000921144/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289092.018494,Praha – Podolí
ANALYTIK FINANČNÍCH TRHŮ,"XTB S.A., organizační složka",50 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000919532/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289092.5522747,Praha – Libeň
Manažer projektu,"Vojenský technický ústav, s.p.",,,https://www.jobs.cz/rpd/2000934492/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289093.2855322,Vyškov – Dědice
SPECIALISTA KVALITY,Mlékárna Klatovy s.r.o.,,,https://www.jobs.cz/rpd/2000448270/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289094.1887257,Klatovy – Klatovy IV
Přímá obslužná péče - osobní asistence - Zlín - NÁBOROVÝ PŘÍSPĚVEK 20.000 Kč,Podané ruce - osobní asistence,28 500 ‍–‍ 32 500 Kč,,https://www.jobs.cz/rpd/2000708687/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289095.0081518,Zlín
Daňový poradce/konzultant (M/Ž),Moore Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000850796/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289095.9614205,Praha – Karlín
Lead Full Stack Developer,Deutsche Telekom Services Europe Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000858861/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289096.5481138,Brno – Štýřice
Project Buyer - Cooling (Mýto) - Shaping long-term strategies!,CO2OLTEC Commercial Refrigeration Solutions Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000934488/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289097.8952196,Mýto
Veď směny v Burger King Praha! 🍔👑,Burger King,28 000 ‍–‍ 34 000 Kč,,https://www.jobs.cz/rpd/2000929248/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289098.4840555,Praha
Projektový a investiční specialista,Mlékárna Klatovy s.r.o.,,,https://www.jobs.cz/rpd/2000844969/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289099.2973728,Klatovy – Klatovy IV
Indirect Commodity Buyer - Refrigeration (Mýto),CO2OLTEC Commercial Refrigeration Solutions Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000934485/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289100.208549,Mýto
"Specialista pro podporu aplikací - možnost HO, pružná pracovní doba",Elanor a.s.,,,https://www.jobs.cz/rpd/2000612470/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289100.867113,Praha – Michle
TECHNIK/TECHNIČKA KVALITY - pro měřící místnost,IMI International s.r.o.,,,https://www.jobs.cz/rpd/2000945705/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289101.789536,Modřice
Senior R&D konstruktér,Engel - Gematex s.r.o.,,,https://www.jobs.cz/rpd/2000858864/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289102.513146,Sezemice
Zákaznická podpora/prodejce elektrických koloběžek s němčinou,Group PZ s.r.o.,42 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000945708/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289103.2658904,Ostrava – Mariánské Hory
Group Reporting & Controlling Specialist,"Partners Financial Services, a.s.",,Detail pozice,https://www.jobs.cz/rpd/2000921136/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289104.0916815,Praha – Chodov
Specialista / Manažer IS - komplexní řídící IS ( PLM / MES / ERP / Digital Factory),LINAPLAST s.r.o.,50 000 ‍–‍ 60 000 Kč,,https://www.jobs.cz/rpd/2000942811/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289104.90943,Kralice na Hané
"Farmaceutický reprezentant - Zlín, UH, Břeclav, Hodonín, Kroměříž, Znojmo",Teva,,"O společnosti Teva
Náš vliv
Naše produkty
Odborníci ve zdravotnictví
Zprávy & Média
Vaše kariéra
Naši lidé a naše aktivity Práce ve společnosti Teva Náborový proces Proč pracovat v Tevě Volná místa
Search
Nenašli jste vhodnou pozici

Nenašli jste vhodnou pozici?
Pošlete nám životopis.

POSLAT CV
Kontaktujte nás
Kariéra
Teva ve světě
Teva Slovensko
TAPI
Ochrana osobních údajů
Všeobecné obchodní podmínky
Ochrana soukromí a dozor nad bezpečností léčiv
Powered by Alma Career
Sledujte Tevu
Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000921126/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289105.6797073,Zlín
Business Process Controller,"OP papírna, s.r.o.",,,https://www.jobs.cz/rpd/2000838853/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289106.5711694,Olšany
Vedoucí směny (ž/m) - budovaná prodejna Plzeň - Bolevec,Kaufland Česká republika v.o.s.,40 000 ‍–‍ 46 000 Kč,"Vítejte na kariérní prezentaci společnosti Kaufland na pracovním portálu jobs.cz a prace.cz.
Menu
Kdo jsme
Volné pozice
 
Kdo jsme Volné pozice

© 2026 | Powered by Alma Career

Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000537514/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289107.5648494,Plzeň – Severní Předměstí
Finanční manažer*ka v Loono 🟠🟠,"Loono, z.s.",14 000 ‍–‍ 28 000 Kč,,https://www.jobs.cz/rpd/2000934480/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289108.3023226,Praha – Karlín
Data Engineer in Process Mining,Deutsche Telekom Services Europe Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000858842/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289109.171302,Brno – Štýřice
International Project Engineer – Thermal Management Simulation (m/f/x),ARRK Engineering GmbH,,,https://www.jobs.cz/rpd/2000934475/?searchId=548577fe-0c48-4878-98fb-550187d1b87e&rps=233,Jobs.cz,1767289109.7742996,Německo
Konzultant prodejny T-Mobile (m/ž) – Ústí nad Labem,GoodCall s.r.o.,40 000 ‍–‍ 70 000 Kč,,https://www.jobs.cz/rpd/2000934469/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289111.4013574,Ústí nad Labem – Ústí nad Labem-centrum
Projektový manažer (ž/m) – Východní Čechy,STARMON s.r.o.,50 000 ‍–‍ 70 000 Kč,,https://www.jobs.cz/rpd/2000934471/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289112.0655675,Choceň
Vedoucí nákupu,GENTEC CHP s.r.o.,,,https://www.jobs.cz/rpd/2000934470/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289112.8043153,Brno – Královo Pole
MANAŽER OBCHODNÍHO ODDĚLENÍ - MICE,"Kongresové centrum Praha, a.s.",,"KARIÉRA
Kontakt
Kongresové centrum Praha, a.s.
5. května 1640/65, Nusle
140 00 Praha 4, ČR

Tel.: +420 261 171 111
Fax: +420 261 172 010
Datová schránka: k4ietd4
IČ: 63080249
Jak se k nám dostanete
                        
Co nabízíme
Návštěvník
Organizátor
Parkování
Komerční prostory
Hotel
Poptávkový formulář
Kariéra

Důležité odkazy
Vedení společnosti
Poptávkové řízení
Etický kodex
Korporátní identita
Tiskové zprávy
Galerie
Pro akcionáře
Přehled akcí
Povinně zv. informace



© 2026 Prague Congress Centre
Powered by Alma Career
GDPR.

Nahlásit nezákonný obsah
Nastavení cookies
Transparentnost
Reklama na portálech Alma Career
Zásady ochrany soukromí
Podmínky používání

© Alma Career Czechia s.r.o. Vizuální podoba webové stránky může být rovněž předmětem autorských práv třetích stran

Webovou stránku stránku pro klienta vytvořila a provozuje Alma Career Czechia s.r.o., IČO 26441381, se sídlem Menclova 2538/2, Libeň, 180 00 Praha 8, sp. zn. C 82484 vedená u Městského soudu v Praze.",https://www.jobs.cz/rpd/2000917124/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289113.4574463,Praha – Nusle
Pracovník*ice úklidu,"Fyzikální ústav AV ČR, v. v. i.",,,https://www.jobs.cz/rpd/2000945690/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289114.1851234,Praha – Střešovice
IT Administrátor (m/ž),LAMARK s.r.o.,,,https://www.jobs.cz/rpd/2000875021/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289114.988444,Nový Bydžov – Zábědov
ÚČETNÍ - správa nemovitostí,Stavební bytové družstvo Zahradní Město,40 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000945685/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289115.6495218,Praha – Záběhlice
Vedoucí ekonomického úseku/ekonom,"Ústav pro hydrodynamiku AV ČR, v.v.i.",,,https://www.jobs.cz/rpd/2000921092/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289116.441033,Praha – Dejvice
Klinika ESET hledá atestovaného klinického psychologa!,ESET,70 000 ‍–‍ 100 000 Kč,,https://www.jobs.cz/rpd/2000934464/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289117.0803213,Praha – Strašnice
Specialista externí logistiky - mezinárodní obchod a clo,Marmon Foodservice Manufacturing s.r.o.,,Přidej se k nám,https://www.jobs.cz/rpd/2000955313/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289118.2800143,Brno – Tuřany
Klinika ESET hledá lékaře psychiatra!,ESET,80 000 ‍–‍ 110 000 Kč,,https://www.jobs.cz/rpd/2000934462/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289118.9275148,Praha – Strašnice
Provozní manažer pro Severní Moravu,"ADESTRA security, spol. s r.o.",40 000 ‍–‍ 55 000 Kč,,https://www.jobs.cz/rpd/2000934461/?searchId=d455a45e-46aa-4bde-83fe-b19ec4d786cd&rps=233,Jobs.cz,1767289119.4531662,Ostrava – Vítkovice
